,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
0,xunznlst,92211,92568,97164,87973,99790,97164,97164,94538,94538,103729,95851,96047.9,4198.56757187
1,iymktefu,84132,77469,92568,80751,87316,95195,84034,84034,79438,83377,88629,85281.1,5668.25684453
2,mhxpluxu,76939,82721,78782,76812,71560,86660,69590,64338,79438,84690,81408,77599.9,7110.21066183
3,unxngqqn,70233,77469,82721,80095,81408,68934,73529,66964,82721,61712,68277,74383.0,7556.05282024
4,jjkvuqqs,64043,59743,70903,56460,62369,62369,60399,63682,61712,64995,63025,62565.7,3765.59179501
5,dwiwtpdh,58395,67621,57117,51208,60399,58430,55803,49895,67621,55147,57117,58035.8,5938.59926994
6,cajcutsa,53058,47925,53177,59743,47269,48582,61712,55147,46612,51864,62369,53440.0,6074.22461444
7,fdujgiai,48437,39391,43986,45299,52521,49238,51208,63682,53834,51208,50551,50091.8,6521.66559843
8,nrfqizge,43689,27573,37421,47269,41360,43330,42017,30199,47925,43330,39391,39981.5,6677.06110085
9,hshuupet,40190,42017,39391,49238,51864,40704,45956,40047,34795,51208,52521,44774.1,6218.90033956
10,oygelvtu,36496,37421,40047,31512,41360,30856,32825,38734,39391,43330,32825,36830.1,4468.44562709
11,ifabvdil,32696,45956,33482,30856,34795,28886,34795,28230,47269,24291,36764,34532.4,7370.70162799
12,ufiohxcz,29826,28230,39391,32825,0,30856,29543,32825,30199,30856,33482,28820.7,10578.8877387
13,xghcgoos,26750,37421,0,0,0,0,0,23634,0,0,26260,8731.5,14476.3940971
14,cfgpkynm,24732,0,0,0,0,24947,0,0,0,0,0,2494.7,7888.93407882
15,jynbljuc,22298,0,0,0,0,27573,0,0,0,0,0,2757.3,8719.34819238
16,rinnbcwd,20164,0,0,0,0,0,0,26260,0,0,0,2626.0,8304.1411356
17,ppxnrrcf,17801,0,0,0,0,0,0,0,0,0,0,0.0,0.0
18,bjmhqwqt,16623,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,zizmksis,14615,0,0,0,0,0,0,0,0,0,0,0.0,0.0
20,dhmqgglc,13561,0,0,0,0,0,0,0,0,0,0,0.0,0.0
21,lunnmjkx,11900,0,0,0,0,0,0,0,0,0,0,0.0,0.0
22,xteqfuce,10935,0,0,0,0,0,0,0,0,0,0,0.0,0.0
23,lvjonerr,9703,0,0,0,0,0,0,0,0,0,0,0.0,0.0
24,srwjqqwb,8785,0,0,0,0,0,0,0,0,0,0,0.0,0.0
25,eciakqfs,7790,0,0,0,0,0,0,0,0,0,0,0.0,0.0
26,vkhwchjs,7119,0,0,0,0,0,0,0,0,0,0,0.0,0.0
27,ialucayk,6194,0,0,0,0,0,0,0,0,0,0,0.0,0.0
28,xecbkmuc,5703,0,0,0,0,0,0,0,0,0,0,0.0,0.0
29,kdilspug,5019,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,qnrncfji,4437,0,0,0,0,0,0,0,0,0,0,0.0,0.0
31,ohmnxcjd,4080,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32,qmlknfwe,3682,0,0,0,0,0,0,0,0,0,0,0.0,0.0
33,cnbpogfu,3285,0,0,0,0,0,0,0,0,0,0,0.0,0.0
34,axfgarjg,2809,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35,hmxvguzr,2526,0,0,0,0,0,0,0,0,0,0,0.0,0.0
36,shzvxrih,2189,0,0,0,0,0,0,0,0,0,0,0.0,0.0
37,uubqvrdo,2005,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,jnebiaul,1838,0,0,0,0,0,0,0,0,0,0,0.0,0.0
39,nrbtotve,1605,0,0,0,0,0,0,0,0,0,0,0.0,0.0
40,jqovcieh,1502,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,emjzlahq,1215,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,edouzruu,1089,0,0,0,0,0,0,0,0,0,0,0.0,0.0
43,plvmkgyr,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.0
44,pgdiegsd,822,0,0,0,0,0,0,0,0,0,0,0.0,0.0
45,npkbpzwc,753,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,dflucoib,688,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,pzypvhkf,588,0,0,0,0,0,0,0,0,0,0,0.0,0.0
48,gkqpxmow,514,0,0,0,0,0,0,0,0,0,0,0.0,0.0
49,ovtbgsgm,453,0,0,0,0,0,0,0,0,0,0,0.0,0.0
50,uxuexztd,396,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51,gxoueiuq,313,0,0,0,0,0,0,0,0,0,0,0.0,0.0
52,vqrextxg,270,0,0,0,0,0,0,0,0,0,0,0.0,0.0
53,nlmntcio,253,0,0,0,0,0,0,0,0,0,0,0.0,0.0
54,yfamhreo,200,0,0,0,0,0,0,0,0,0,0,0.0,0.0
55,oppgeixf,187,0,0,0,0,0,0,0,0,0,0,0.0,0.0
56,ifnhlfcq,186,0,0,0,0,0,0,0,0,0,0,0.0,0.0
57,eeqzbfbt,158,0,0,0,0,0,0,0,0,0,0,0.0,0.0
58,cscfcthj,110,0,0,0,0,0,0,0,0,0,0,0.0,0.0
59,otoclcot,108,0,0,0,0,0,0,0,0,0,0,0.0,0.0
60,nqhiljea,98,0,0,0,0,0,0,0,0,0,0,0.0,0.0
61,sokbhruw,94,0,0,0,0,0,0,0,0,0,0,0.0,0.0
62,vmstbysr,80,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63,mifgzrhc,65,0,0,0,0,0,0,0,0,0,0,0.0,0.0
64,mwdgxpmn,61,0,0,0,0,0,0,0,0,0,0,0.0,0.0
65,dostjsxr,58,0,0,0,0,0,0,0,0,0,0,0.0,0.0
66,xovvupff,32,0,0,0,0,0,0,0,0,0,0,0.0,0.0
67,xbhapvoo,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68,tjjhcylg,27,0,0,0,0,0,0,0,0,0,0,0.0,0.0
69,jrqqxitw,24,0,0,0,0,0,0,0,0,0,0,0.0,0.0
70,qcsunvss,21,0,0,0,0,0,0,0,0,0,0,0.0,0.0
71,tdcyvapi,18,0,0,0,0,0,0,0,0,0,0,0.0,0.0
72,qfvvtqfq,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0
73,nsbfzsjo,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0
74,xammnayr,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0
75,uribihbk,9,0,0,0,0,0,0,0,0,0,0,0.0,0.0
76,demchlcq,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0
77,hcjsawmt,7,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,wuffpwsc,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0
79,qbaqubfn,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0
80,zsmsxshm,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0
81,vokffwga,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,wnftlpuv,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
83,hilpatmh,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
84,ioawdzfd,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0
85,undbcdeg,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
86,umqmigfm,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
87,gfhlwpft,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
88,jblyiipg,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
89,oaqrgbbi,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90,nmewnqfm,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
