,word,trueFrequency,privateFreq_run_0,privateFreq_run_1,privateFreq_run_2,privateFreq_run_3,privateFreq_run_4,privateFreq_run_5,privateFreq_run_6,privateFreq_run_7,privateFreq_run_8,privateFreq_run_9,Mean_Freq,StdDev_Freq
0,the,71097,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,of,37436,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2,and,29366,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3,to,26603,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4,a,23654,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5,in,21928,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6,that,10687,10504,7221,7878,15756,21008,20352,0,15099,6565,13130,11751.3,6590.20025071
7,is,10292,0,0,0,0,0,0,0,0,0,0,0.0,0.0
8,was,9977,0,0,0,0,0,0,0,0,0,0,0.0,0.0
9,he,9598,0,0,0,0,0,0,0,0,0,0,0.0,0.0
10,for,9592,0,0,0,0,0,0,0,0,0,0,0.0,0.0
11,it,8910,0,0,0,0,0,0,0,0,0,0,0.0,0.0
12,with,7561,0,5252,0,11817,0,6565,5252,0,7221,0,3610.7,4212.1387824
13,as,7394,0,0,0,0,0,0,0,0,0,0,0.0,0.0
14,his,7087,0,0,0,0,0,0,0,0,0,0,0.0,0.0
15,on,6846,0,0,0,0,0,0,0,0,0,0,0.0,0.0
16,be,6624,0,0,0,0,0,0,0,0,0,0,0.0,0.0
17,by,5526,0,0,0,0,0,0,0,0,0,0,0.0,0.0
18,at,5519,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,this,5309,0,0,0,7221,0,0,0,5252,7221,8534,2822.8,3727.02359054
20,i,5258,0,0,0,0,0,0,0,0,0,0,0.0,0.0
21,had,5207,0,0,0,0,0,0,0,0,0,0,0.0,0.0
22,not,4752,0,0,0,0,0,0,0,0,0,0,0.0,0.0
23,are,4440,0,0,0,0,0,0,0,0,0,0,0.0,0.0
24,but,4428,0,0,0,0,0,0,0,0,0,0,0.0,0.0
25,from,4364,12473,0,0,0,0,0,0,7221,0,0,1969.4,4332.4769205
26,or,4195,0,0,0,0,0,0,0,0,0,0,0.0,0.0
27,have,4028,0,5908,0,0,0,0,0,0,0,0,590.8,1868.27364163
28,they,3830,9191,0,5252,0,0,7878,0,6565,23634,0,5252.0,7453.19476615
29,an,3824,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,which,3599,0,0,0,0,0,0,0,0,0,0,0.0,0.0
31,you,3451,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32,one,3300,0,0,0,0,0,0,0,0,0,0,0.0,0.0
33,were,3269,0,0,0,0,6565,0,0,6565,0,0,1313.0,2768.0470452
34,her,3128,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35,all,3119,0,0,0,0,0,0,0,0,0,0,0.0,0.0
36,she,2905,0,0,0,0,0,0,0,0,0,0,0.0,0.0
37,there,2830,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,we,2811,0,0,0,0,0,0,0,0,0,0,0.0,0.0
39,their,2767,0,0,0,0,0,0,0,0,0,0,0.0,0.0
